76,92;0;15,38;0;5,13;0;2,56;0;0;0
2,56;0;5,13;0;0;0;10,26;0;82,05;0
0;0;53,85;0;0;0;7,69;0;38,46;0
0;0;17,95;5,13;0;0;30,77;0;46,15;0
2,56;0;0;0;82,05;0;0;2,56;12,82;0
0;0;10,26;0;0;0;2,56;0;87,18;0
0;0;30,77;0;0;0;69,23;0;0;0
0;0;2,56;0;0;0;0;5,13;89,74;0
0;0;41,03;0;0;0;33,33;0;23,08;0
0;0;38,46;0;0;0;23,08;0;28,21;7,69
